Accession Number,Date Recorded,Subject,Title
,,population control,
,,rape shield law,
,,in vitro fertilization,
,,infant mortality in Black community,
,,Medicaid,
,,prenatal care,
,,Reagan administration,
,,beauty pageants,
,,Men Resist Sexism,
,,Miss Buxley,
,,comic strips,
,,Seven Sisters colleges,
,,women's colleges going co-ed,
,,first US commercial flight with women pilots,
,,older lesbians and gay men,
,,Senior Action in a gay Environment (SAGE),
,,coming out,
,,"Madre, Nicaragua women's hospital",
,,Women in Print,
,,Blind women,
,,racism and ableism in Women in print,
,,Women of Color News,
,,Women's Braille Press,
,,self-defense,
,,A Room of One's Own bookstore,
,,Michfest,
,,,
1753,1991-04-25T00:00:00Z,Workable for WOmen,Michel Duncan Merle poet/Artist Reading Poetry of Fire; Face the Music Gay + Lesbian Pride Info
,,The Old Vienna,
,,Indigo's Club for Women,
,,Northeast Women's Musical Retreat,
,,Western Massachusetts,
,,safer sex for men,
,,Latino AIDS Network,
,,lesbians and AIDS,
,,Name The Violence Sexual Assault Speak-Out,
,,Visions and Voices,
,,Crone's Harvest,
,,East Coast Lesbians Festival,
,,,
1752,,,H 94
1751,,lonelines,Lesbian Mothers I & II
,,husbands,
,,marriage,
,,fear of losing children,
,,unfit mothers,
,,psychotherapy,
,,coming out to children,
,,homosexuality as sickness,
,,Freudian psychology,
,,puritanical socialization,
,,case studies of lesbian mothers in therapy,
,,marriage to gay men,
,,finding family through activism,
,,sex education,
,,reproduction,
,,pleasure,
,,rape,
,,,
1750,,nonmonogamy,Amazons You're Out 3
,,softball,
,,jealousy,
,,relationship maintenance,
,,communication,
,,feminists,
,,Separatism,
,,witchcraft,
,,lover dynamics,
,,love,
,,dyke friendship,
,,,
1749,1976-05-02T00:00:00Z,loving women,"L'amour sapphique, Tape #6"
,,refusing male advances,
,,feminism,
,,,
1745,,male roles in society,WM Utopia (Restricted)
,,Herland,
,,basice difference between men and women,
,,Brave New World,
,,religion,
,,the future,
,,destruction and maleness,
,,role of women in war,
,,The Female Man,
,,Retreat,
,,women as slaves of men,
,,Demeter Flower,
,,parthenogenesis,
,,images of women,
,,women writing science fiction,
,,Feminism,
,,Kindred,
,,straight women writers,
,,Wonderground,
,,utopian novels,
,,war,
,,lesbian publishing,
,,Woman on the Edge of Time,
,,bisexuality,
,,oppression as enlightenment,
,,Separatism,
,,naming,
,,subjectivity of history,
,,changing the past by centering women in historical analysis,
,,Class,
,,devaluation of feminized labor,
,,cooperative movements vs. radial movements,
,,revolution,
,,defining utopia,
,,'utopian' as slander,
,,defining power,
,,racism in lesbian community,
,,values of motherhood,
,,,
SPW 1766,01/9/??,Sex and communl living spaces,2-1 12-2
,,communal bedroom,
,,privacy,
,,sex vs intimacy,
,,touch in a male society,
,,communal sleeping,
,,cuddling,
SPW 1767,,Pet ownership,NY Third Meet 1st Tape
,,cats,
,,communal animal care,
,,vulnerability of white women,
,,rural paranoia,
,,city paranoia,
,,building safety/security,
SPW 1768,,"erotica, pornography, marriage, intergenerational connection",Tape 1
SPW 1769,,"pornography, class relationship between men and women, pornography as expression of male sexuality, Western-centric sexual notions, social construction of porn, visual vocabularies, ""conspiracy against men"", class and race conflict between men",The Lesbian Radio Show--Pornography: Men Possessing Women
SPW 1770,1972-10-01T00:00:00Z,"therapy, relationships, couple's therapy, anger, dependence, group therapy for lesbians",N.O.W. Anger/N.O.W. Test of Group
SPW 1771,07/85,"lesbian nuns, Buddhist life, spirituality, modesty, immodesty, masturbation, dildos, lesbian nuns in Renaissance Italy, intergenerational sexual relationships in convents, Mexican nuns, coming out, prohibition of heterosexuality in convent, queer, Girl Scouts, camp counselors, Catholic family norms, lesbian former nuns, tomboys, ex-nun networks, ex-nuns, conversion to Catholicism, lesbian and gay conversion to Catholicism, sisterhood",Sex and the State Conference - Lesbian Nuns - Rosemary Curb
SPW 1772,1987-03-24T00:00:00Z,"Black male stereotypes, stereotypes of Black men, rape, Latina butch/femme lesbian bars, Harlem lesbians, LHA, nice Jewish girls, gay Jewish male history, asian lesbians","Multiple Identities: Cheryl Clark, June chan, Hilde Hidalgo; Tape 2 (Side 3/4)"
SPW 1773,,"psychology, sociology, propaganda, Women's Caucus, Men's Caucus, men's responsibility, men's responsibility to also develop a CR process, women's studies in universities, gay studies, lesbian studies, women and gays in the classroom, Gay Academic Union, G.A.Y., gay student groups, gay teachers, gays in therapy, ageism",G.A.Y. End of Summing Up (Last Part Indistinct)
SPW 1774,,,"Women Against War / Velvet Sledgehammer, Conference on Black Lesbians"
SPW 1775,1980-03-29T00:00:00Z,"Mission, expanding concepts of mission through participation, individuals in mission, decreasing missionary force overseas, mission internships, extended families, nuclear family, single women, single-parent families, the curch and single people, perception/condemnation of single women, maternalistic desires/instincts, alchol consumption in Africa","Saturday Afternoon Session Part 1--South East Jurisdiction Quadrennial Meeting, United Methodist Women"
SPW 1776,,"Racial justice policy in United Methodist Women, racial justice policy, United Methodist Women, sexism in ministry, Christian women in politics, peace movement, E.R.A., risk-taking, leadership, tokenization, tokenization of people of color, disabled people, elderly people, love, oppression, exploitation, prayer, wholeness vs holiness, activism as mission, Jesus, expanding concepts of mission","Saturday Afternoon Session Part II--South East Jurisdiction Quadrennial Meeting, United Methodist Women"
SPW 1777,09/16,"fear of sexual intimacy, being 'modern', communication, communication in relationships, menstruation, feeling left, open relationships, feeling left in an open relationship, playmates, primary relationships, nonmonogamy, non-monogamy",22 #1/#2
, 09/18,,
, 09/25,,
SPW 1778,09/25,"Car ownership, travel, nonmonogamy, non-monogamy, relationship communication, setting stardards for romantic interaction, standards, tarot, letter to a lover, therapy, secondary and primary lovers, yom kippur, sexual desire, Jewish lesbians, jealousy, pain, couple's therapy",23-1/-1
, 09/27,,
, 09/29,,
SPW 1779,,"pain, jealousy, nonmonogamy, non-monogamy, therapy, couple's therapy, introducing secondary lovers to parents, secondary lovers, parents, sex, loneliness, primary relationships, fears,",24-1/-2
SPW 1780,10/20/??,"therapy, nonmonogamy, non-monogamy, self-destruction, pressure to be modern, being ""modern,"" open relationships, triads, monogamy, sexual needs, group therapy, abortion, the pagoda, sexual monogamy, feminism, nonmonogamy as feminist praxis, primary relationships, communication, meditation, fears",25-1/-225-1
,,"therapy session, fears, speaking about fears, talking, relationship problems, conversations, lover, support group, open relationships, meditation, society",
SPW 1781,,,26 Side 1
SPW 1782,1990-11-30T00:00:00Z,"Q's, relationships, relationship problems, therapy, CR group, open relationships, Charleston, Florida, Michigan Music Festival, Mich Fest, jealousy, second lover and friend group, sexual problems",27-1
, 11/29/90,,
, 12/10/90,,
, 1/25/93,,
SPW 1783,1983-01-01T00:00:00Z,"relationship problems, open relationship, polyamory, primary relationships, Charleston, secondary relationships, Q's",28-1 / 28-2
SPW 1784,,"relationships, second partner, second partner becoming more present, compartmentalizing life in an open relationship, compartmentalizing, open relationships, self-therapy, Barbara meeting Sue, Pagoda, support groups, Charleston",29-1 / 29-2
SPW 1785,1983-04-21T00:00:00Z,"second partners, second partner coming to visit, anger, car accident, open relationships, sexual issues, Charleston, meeting the second partner",30-1 / 30-2
, 04/28/83,,
SPW 1787,,"songs played: ""Together Again,"" ""She's Got the Whole World (In Her Hands),"" ""I Fall to Pieces,"" ""Happy Birthday"" (to Sandy), ""Marriage Vow,"" ""All of Me,"" ""A Good Man is Hard to Find,"" ""Crazy,"" ""I Apologize""",
SPW 1788,,,
SPW 1789,,,
SPW 1790,,"sexuality without a sexual partner, butch femme expectations, butch femme roles, celibacy, street harassment, top vs bottom, definitions, identities, definitions of identities","Butch-Fem Barnard 3, CA"
SPW 1791,1982-10-01T00:00:00Z,"camp orientation, overview of activities, ""any woman's olympics,"" learn song","Orientation and Camp Song / Heterodoxy Slide Show, Tape of Music"
SPW 1792,1981-02-10T00:00:00Z,"class, identifying as an artist, self-censorship, class-censorship, making time to write, writing, writing about mothers, mothers, trauma",Lyn Farley/Juan Neith / Class and Writing
SPW 1793,1985-07-14T00:00:00Z,"lesbian support groups, lesbian identity and relationships with men, relationships with men, lesbian identity, half in/half out, lesbian panic, all girls school, lesbian panic at all girls school, race and sexuality, Latin American lesbians, Christian moral oppression, Catholic moral oppression, exclusion of women, exclusion of women from gay spaces, gay spaces, lesbianism in feminism, corrective treatment, male and psychiatric ""corrective"" treatment, age of realization, marriage, ""phase,"" mandatory heterosexuality, drug use, political vs sexual identification, political identity, sexual identity, mothers, shame",Comming Out Stories
SPW 1794,1982-09-28T00:00:00Z,"resource sharing, homeschool, public school, homeschool vs public school, responsibilities, biological mother responsibilities, racism, violence, political education, expectations of children, childhood development, emotional abuse, milk, oppression","To Huntsville Womyn--Duthine of Childsharing Situation"""
SPW 1795,1984-05-31T00:00:00Z,"self-history, self-archive, group and organization-driven history and archives, funded research, history in activism, focus on present, making history accessible, accessible history, historic bias, interracial differences, how to work together, interracial work, curator bias, bias, funding, profiting from history,",Third World Archives
SPW 1796,1985-05-19T00:00:00Z,"Joan's personal history, McCarthy era, Red Scare, public acceptance, public acceptance throughout history, censorship, censorship of sex work, sadomasochism, butch femme relationships, journalism, children's exposure to non-heterosexuality, children, separation of church and state",Censorship Panel
SPW 1797,1983-01-01T00:00:00Z,"gay American history, Harlem Renaissance, military, Mattachine Society, Daughters of Bilitis, Stonewall, March on Washington, law and policy, law, policy",PHC Lesbian and Gay History Series '83
SPW 1798,1982-04-04T00:00:00Z,"singing, heterosexual feminists, ""Lesbiaphonia,"" theater, protest slogans, erotic party, anti-nuclear, butch femme identities, Dutch words, Dutch identities, class and identity, job and identity, class, gender identity, sexual identity",Two Woman Shmoozing
SPW 1799,1983-01-25T00:00:00Z,"relationships, dialogue in divination, money, power, elements, illusions, work, evolution, tarot",Billie to Juana --> Reading Cards
SPW 1800,,"Moody Gardens, Moody Gardens in Lowell Massachusetts, Latin Club in Tynbsboro Massachusetts, Latin Club, all women band, reunions, property ownership, gentrification, class",Talks about the Old Moody Gang
SPW 1801,,"Judy Chicago's ""Dinner Party,"" women's history, women's herstory, herstory, art, artistic methods, art history",Judy Chicago Tour of Dinner Party
SPW 1803,1981-03-03T00:00:00Z,"role playing, role-playing, gay spaces, gay spaces in Yonkers, Yonkers, gay life, gay life in 1960s, 1960s, butch femme, parental abuse, rejection, drug abuse, ""corrective"" therapy, corrective therapy, cruising, fashion, rituals",Kathy Wakeham Bonnie Gray
SPW 1804,11/07/82 2AM,"Postal system, ice cream, disappointment, jealousy, polyamory, love, nonmonogamy, non-monogamy, relationships","With Lots of Loving Things to Say--Love, Jane"
SPW 1805,1983-04-13T00:00:00Z,"Depression, communication, printshops, dishonesty, small claims court, money, marriage books, homesickness, clothing, leaving, education",Prices to Publish La Luz! Plus Jane to Juana Loving Talk / I miss you--I'm homesick! See you in the summer
SPW 1806,1982-11-21T00:00:00Z,"fight, PCP, drug use, attempted rape, invincibility, empowerment, weaons, gun, sadomasochism, S&M, penetration, butch roles, location, loneliness",Fighting Back--Always with you by my side / Loving You--Needing you too
SPW 1807,1982-11-15T00:00:00Z,"tape quality and brands, writing, ""The Birds,"" sports, tapes versus letters, gambling, health, running, tennis, guitar, music, patriarchal instruments, self-sustainability, self sustainability, piano, harp, Spanish, nursing homes, Cherokee, Faino, heritage, publications, Women's Land, ageism",I don't need a coach I need a lover and I have the best in you / I love you just the way are!
SPW 1808,1982-09-14T00:00:00Z,"deprogramming, Riethmuller Case, rape, dishonesty, rape of the land, horses, lawsuits, money, tennis, family acceptance, contracts",Direct Action Direct Love
SPW 1809,,"vitamins, microphone, typewriter, back health, stretches, celibacy, flirting, paranoia, erotica, other lovers, self-assertion, prostitution, bisexuality, lesbian athletes, women athletes, spokeswomen, representation, nonmonogamy",Assorted subjects all with love Jane to Juana Tape #4 / Billie Jean--I guess she's all right but not very much!
SPW 1810,,"women's garden, tomato, cheese, working, hot vs cold, singing, letters, vacation, beauty, validation, non-monogamy, nonmonogamy, performance, danger, tennis, vitamins",Tape #6 J to J
SPW 1811,,"""Evergreen,"" erotica, greenhouse, plants, ruby, children, pregnancy, daughters, sexual abuse, fathers, husbands, matriarchal-style justice, self-defense, weapons, guns, sperm acquisition, trauma",Tape # 6 Love J to J
SPW 1802,1983-01-01T00:00:00Z,"letters, journals, funding, journals that didn't get printed because they didn't get funded, Connectict Festival, music festival, Mich Fest, Michigan Festical, third world, first world, third world latin, tension and difference between third and first world, confidential health, health attendance, protection, protection in music festical, incident with Carmen trying to get attention, emotional support at festival, need for emotional support at festival, dyke proving mentality of Michigan, lack of accessibility, disability, ecology party, wasp nests","Billie to Quana Early Feb, 83. Michigan '82 Cap"
SPW 1786,06/21/??,"couple therapy, self therapy, couple's therapy, primary partner, secondary partner, meeting partners",31-1 / 31-2
SPW 1814,1983-01-06T00:00:00Z,"day to day activities, daily report, love tape, baking, baking for lover, recipes, rape, unloaded gun, accusations from lesbians, liar, other lesbians, songs that Marianne made, children's songs, communication, communication difficulty, losing tapes, loss, tapes, reciting Marianne's songs, wanting a baby, baby, agreeing, thinking of names, naming",Hello Honey--Gave to Quiana 1/6/1983 / I know you love me and you know who loveys you! me!
SPW 1813,1985-01-01T00:00:00Z,"Israeli invasion of Lebanon, Israel, Lebanon, censorship, write censorship, misuse of power, power of orthodoxy, orthodoxy, gay liberation movement, partiality of law system, pornography","Censorship in the Lesbian Community, Women and to Law Conf.- Nan Huntu, Joan Nestle, Jewelle Gomez"
SPW 1812,,"water birth, patriarchal science, hormones, dolphins, photographs, ""The Homecoming"", La Luz, policy, patriarchal farming, farm life, mail, spiritual connection, trust, tennis, nursing","Tape #8 on middle this side song ""Homecoming""-C""You're the Biggest Part of"
SPW 1813,1985-01-01T00:00:00Z,"Israel, Israeli invasion of Lebanon, censorship, Lebanon, writers censured, writers, power, misuse of power, orthodoxy, power of orthodoxy, Gay Liberation Movement, GLM, partiality of law system, pornography","Censorship in the Lesbian Community / Women and to law conf - Nan Huntu, Joan Nestle, Jewelle Gomez"
SPW 1814,1983-01-06T00:00:00Z,"day to day activities, daily report, love tape, baking, baking for lover, recipes, rape, unloaded gun, accusations from lesbians, liar, other lesbians, songs that Marianne made, children's songs, communication, communication difficulty, losing tapes, loss, tapes, reciting Marianne's songs, wanting a baby, baby, agreeing, thinking of names, naming","Hello Honey - gave to Quaiana 1/6/1983 / ""I Know You Love Me"" and you know who loveys you! Me!"
SPW 1815,,"multiple relationships, regret, career, nonmonogamy, non-monogamy, daughters, jealousy, monogamy, patriarchy, women's land, theater, Las Vegas, butch femme, butch vs femme, healthy relationships, friendships, sports, confidence, performance, dishonesty, orgasm","Tape # 12 Love, J to J"
SPW 1816,,"domestic work, skilled labor, unskilled labor, women's labor, immigration, immigrant labor, Black women domestic workers, post-abolition economy, post-abolition, economy, exploitative agency, agencies, exploitation, sleep in, sleep in work, Maids Night Out, social life, dating, marriage, freedom, sacrifice, child care, learning, creativity, labor value, feminine jobs, labor laws, racism, lower wages, window washing, floor scrubbing, house hold technicians, Household Technicians, language",Household Workers Oral History
